,reference_date,table,total_size
1634168,2021-05-13,TAB000009,233872344
1634169,2021-05-14,TAB000009,190048622
1634170,2021-05-15,TAB000009,161345586
1634171,2021-05-16,TAB000009,165336307
1634172,2021-05-17,TAB000009,254010752
1634173,2021-05-18,TAB000009,272337998
1634174,2021-05-19,TAB000009,262654181
1634176,2021-05-20,TAB000009,247741843
1634177,2021-05-21,TAB000009,224455961
1634178,2021-05-22,TAB000009,166032563
1634179,2021-05-23,TAB000009,173495462
1634180,2021-05-24,TAB000009,277700970
1634181,2021-05-25,TAB000009,294956847
1634182,2021-05-26,TAB000009,283474364
1634183,2021-05-27,TAB000009,268620774
1634184,2021-05-28,TAB000009,257355094
1634185,2021-05-29,TAB000009,200709680
1634187,2021-05-30,TAB000009,176612947
1634188,2021-05-31,TAB000009,271997009
1634195,2021-06-01,TAB000009,276936769
1634206,2021-06-02,TAB000009,241250976
1634217,2021-06-03,TAB000009,214572340
1634219,2021-06-04,TAB000009,221105331
1634220,2021-06-05,TAB000009,196885769
1634221,2021-06-06,TAB000009,192475965
1634222,2021-06-07,TAB000009,328846722
1634223,2021-06-08,TAB000009,402138350
1634224,2021-06-09,TAB000009,369160048
1634196,2021-06-10,TAB000009,347183758
1634197,2021-06-11,TAB000009,243064840
1634198,2021-06-12,TAB000009,157372761
1634199,2021-06-13,TAB000009,140401851
1634200,2021-06-14,TAB000009,264813793
1634201,2021-06-15,TAB000009,324708635
1634202,2021-06-16,TAB000009,321544666
1634203,2021-06-17,TAB000009,308956681
1634204,2021-06-18,TAB000009,346897920
1634205,2021-06-19,TAB000009,288260784
1634207,2021-06-20,TAB000009,182225048
1634208,2021-06-21,TAB000009,243769814
1634209,2021-06-22,TAB000009,299481435
1634210,2021-06-23,TAB000009,264634514
1634211,2021-06-24,TAB000009,242014798
1634212,2021-06-25,TAB000009,205220093
1634213,2021-06-26,TAB000009,135869568
1634214,2021-06-27,TAB000009,126844786
1634215,2021-06-28,TAB000009,216378413
1634216,2021-06-29,TAB000009,232340203
1634218,2021-06-30,TAB000009,233683260
1634225,2021-07-01,TAB000009,185959363
1634236,2021-07-02,TAB000009,169319927
1634247,2021-07-03,TAB000009,149810154
1634250,2021-07-04,TAB000009,90728140
1634251,2021-07-05,TAB000009,133512949
1634252,2021-07-06,TAB000009,133586734
1634253,2021-07-07,TAB000009,133248319
1634254,2021-07-08,TAB000009,131282981
1634255,2021-07-09,TAB000009,113838825
1634226,2021-07-10,TAB000009,75625631
1634227,2021-07-11,TAB000009,61659435
1634228,2021-07-12,TAB000009,110474310
1634229,2021-07-13,TAB000009,119422255
1634230,2021-07-14,TAB000009,111677555
1634231,2021-07-15,TAB000009,106682327
1634232,2021-07-16,TAB000009,95855713
1634233,2021-07-17,TAB000009,68408872
1634234,2021-07-18,TAB000009,75718169
1634235,2021-07-19,TAB000009,123027981
1634237,2021-07-20,TAB000009,96911032
1634238,2021-07-21,TAB000009,90473922
1634239,2021-07-22,TAB000009,80898198
1634240,2021-07-23,TAB000009,65416283
1634241,2021-07-24,TAB000009,44738326
1634242,2021-07-25,TAB000009,47237343
1634243,2021-07-26,TAB000009,95080101
1634244,2021-07-27,TAB000009,109234081
1634245,2021-07-28,TAB000009,102856684
1634246,2021-07-29,TAB000009,83707310
1634248,2021-07-30,TAB000009,62963621
1634249,2021-07-31,TAB000009,46061993
1634256,2021-08-01,TAB000009,47437967
1634267,2021-08-02,TAB000009,88099695
1634278,2021-08-03,TAB000009,97804152
1634281,2021-08-04,TAB000009,101317888
1634282,2021-08-05,TAB000009,92961922
1634283,2021-08-06,TAB000009,79847757
1634284,2021-08-07,TAB000009,60305584
1634285,2021-08-08,TAB000009,63087714
1634286,2021-08-09,TAB000009,128898135
1634257,2021-08-10,TAB000009,123439464
1634258,2021-08-11,TAB000009,122640164
1634259,2021-08-12,TAB000009,122615866
1634260,2021-08-13,TAB000009,104375026
1634261,2021-08-14,TAB000009,71264473
1634262,2021-08-15,TAB000009,77995145
1634263,2021-08-16,TAB000009,148013311
1634264,2021-08-17,TAB000009,160725845
1634265,2021-08-18,TAB000009,166696570
1634266,2021-08-19,TAB000009,160021506
1634268,2021-08-20,TAB000009,135986990
1634269,2021-08-21,TAB000009,96610091
1634270,2021-08-22,TAB000009,104023884
1634271,2021-08-23,TAB000009,193815934
1634272,2021-08-24,TAB000009,215729116
1634273,2021-08-25,TAB000009,214182355
1634274,2021-08-26,TAB000009,198135228
1634275,2021-08-27,TAB000009,164950065
1634276,2021-08-28,TAB000009,120540440
1634277,2021-08-29,TAB000009,132036986
1634279,2021-08-30,TAB000009,223818397
1634280,2021-08-31,TAB000009,235554190
1634287,2021-09-01,TAB000009,206258857
1634298,2021-09-02,TAB000009,200211047
1634309,2021-09-03,TAB000009,167506549
1634311,2021-09-04,TAB000009,124351754
1634312,2021-09-05,TAB000009,113205407
1634313,2021-09-06,TAB000009,184059024
1634314,2021-09-07,TAB000009,175749679
1634315,2021-09-08,TAB000009,194974560
1634316,2021-09-09,TAB000009,220822180
1634288,2021-09-10,TAB000009,185631497
1634289,2021-09-11,TAB000009,141651733
1634290,2021-09-12,TAB000009,139181019
1634291,2021-09-13,TAB000009,237467536
1634292,2021-09-14,TAB000009,255000906
1634293,2021-09-15,TAB000009,254951183
1634294,2021-09-16,TAB000009,251495832
1634295,2021-09-17,TAB000009,225670603
1634296,2021-09-18,TAB000009,170941426
1634297,2021-09-19,TAB000009,163572778
1634299,2021-09-20,TAB000009,267976740
1634300,2021-09-21,TAB000009,292783021
1634301,2021-09-22,TAB000009,299707213
1634302,2021-09-23,TAB000009,286661372
1634303,2021-09-24,TAB000009,258914497
1634304,2021-09-25,TAB000009,204795801
1634305,2021-09-26,TAB000009,204542882
1634306,2021-09-27,TAB000009,311116520
1634307,2021-09-28,TAB000009,372152849
1634308,2021-09-29,TAB000009,387198524
1634310,2021-09-30,TAB000009,368669973
1633895,2021-10-01,TAB000009,300673118
1633916,2021-10-02,TAB000009,139924703
1633937,2021-10-03,TAB000009,168515056
1633942,2021-10-04,TAB000009,403615513
1633943,2021-10-05,TAB000009,416246984
1633944,2021-10-06,TAB000009,397141898
1633946,2021-10-07,TAB000009,393606633
1633948,2021-10-08,TAB000009,327012546
1633950,2021-10-09,TAB000009,263811956
1633897,2021-10-10,TAB000009,227174026
1633899,2021-10-11,TAB000009,306249869
1633901,2021-10-12,TAB000009,267285414
1633903,2021-10-13,TAB000009,346405727
1633905,2021-10-14,TAB000009,358259686
1633907,2021-10-15,TAB000009,288015909
1633909,2021-10-16,TAB000009,254847930
1633911,2021-10-17,TAB000009,306672595
1633913,2021-10-18,TAB000009,503877896
1633915,2021-10-19,TAB000009,465018042
1633918,2021-10-20,TAB000009,406369835
1633920,2021-10-21,TAB000009,360669193
1633922,2021-10-22,TAB000009,292718759
1633924,2021-10-23,TAB000009,229619860
1633926,2021-10-24,TAB000009,261765801
1633928,2021-10-25,TAB000009,404225697
1633930,2021-10-26,TAB000009,390564731
1633932,2021-10-27,TAB000009,377732909
1633934,2021-10-28,TAB000009,340368296
1633936,2021-10-29,TAB000009,270504984
1633939,2021-10-30,TAB000009,220985144
1633941,2021-10-31,TAB000009,214839469
1633953,2021-11-01,TAB000009,295008412
1633975,2021-11-02,TAB000009,310312520
1633997,2021-11-03,TAB000009,355234949
1634001,2021-11-04,TAB000009,380044360
1634003,2021-11-06,TAB000009,202347480
1634005,2021-11-07,TAB000009,220054474
1634007,2021-11-08,TAB000009,346047724
1634009,2021-11-09,TAB000009,397631409
1633955,2021-11-10,TAB000009,391688414
1633957,2021-11-11,TAB000009,380417683
1633959,2021-11-12,TAB000009,323808910
1633961,2021-11-13,TAB000009,247746229
1633963,2021-11-14,TAB000009,209777006
1633965,2021-11-15,TAB000009,353487414
1633967,2021-11-16,TAB000009,455444135
1633969,2021-11-17,TAB000009,555408466
1633971,2021-11-18,TAB000009,549173554
1633973,2021-11-19,TAB000009,523807472
1633977,2021-11-20,TAB000009,488874615
1633979,2021-11-21,TAB000009,458148169
1633981,2021-11-22,TAB000009,529022872
1633983,2021-11-23,TAB000009,571970367
1633985,2021-11-24,TAB000009,481161965
1633987,2021-11-25,TAB000009,389562469
1633989,2021-11-26,TAB000009,348589213
1633991,2021-11-27,TAB000009,226566641
1633993,2021-11-28,TAB000009,356770041
1633995,2021-11-29,TAB000009,426928274
1633999,2021-11-30,TAB000009,536958727
1634012,2021-12-01,TAB000009,475913760
1634034,2021-12-02,TAB000009,411934716
1634056,2021-12-03,TAB000009,387833635
1634062,2021-12-04,TAB000009,346627909
1634064,2021-12-05,TAB000009,266768702
1634066,2021-12-06,TAB000009,438431091
1634068,2021-12-07,TAB000009,451273768
1634070,2021-12-08,TAB000009,378268058
1634072,2021-12-09,TAB000009,334809518
1634014,2021-12-10,TAB000009,313855958
1634016,2021-12-11,TAB000009,254812474
1634018,2021-12-12,TAB000009,168017261
1634020,2021-12-13,TAB000009,294195068
1634022,2021-12-14,TAB000009,282894462
1634024,2021-12-15,TAB000009,265685123
1634026,2021-12-16,TAB000009,203917156
1634028,2021-12-17,TAB000009,171215954
1634030,2021-12-18,TAB000009,135168712
1634032,2021-12-19,TAB000009,97268488
1634036,2021-12-20,TAB000009,144010025
1634038,2021-12-21,TAB000009,147632944
1634040,2021-12-22,TAB000009,106540419
1634042,2021-12-23,TAB000009,85955595
1634044,2021-12-24,TAB000009,30552215
1634046,2021-12-25,TAB000009,19807832
1634048,2021-12-26,TAB000009,37267833
1634050,2021-12-27,TAB000009,80734660
1634052,2021-12-28,TAB000009,94171864
1634054,2021-12-29,TAB000009,98127707
1634058,2021-12-30,TAB000009,98113822
1634060,2021-12-31,TAB000009,93773931
1634318,2022-01-01,TAB000009,21610932
1634340,2022-01-02,TAB000009,28372944
1634362,2022-01-03,TAB000009,65125875
1634368,2022-01-04,TAB000009,69416523
1634370,2022-01-05,TAB000009,85552850
1634372,2022-01-06,TAB000009,87650564
1634374,2022-01-07,TAB000009,87741429
1634376,2022-01-08,TAB000009,51499323
1634378,2022-01-09,TAB000009,43226999
1634320,2022-01-10,TAB000009,72515830
1634322,2022-01-11,TAB000009,78977832
1634324,2022-01-12,TAB000009,79600330
1634326,2022-01-13,TAB000009,75764302
1634328,2022-01-14,TAB000009,67482542
1634330,2022-01-15,TAB000009,50511987
1634332,2022-01-16,TAB000009,56946135
1634334,2022-01-17,TAB000009,98363239
1634336,2022-01-18,TAB000009,92229586
1634338,2022-01-19,TAB000009,76047940
1634342,2022-01-20,TAB000009,73036327
1634344,2022-01-21,TAB000009,63697738
1634346,2022-01-22,TAB000009,42768005
1634348,2022-01-23,TAB000009,43795338
1634350,2022-01-24,TAB000009,79935976
1634352,2022-01-25,TAB000009,85965631
1634354,2022-01-26,TAB000009,87051910
1634356,2022-01-27,TAB000009,77099912
1634358,2022-01-28,TAB000009,64800973
1634360,2022-01-29,TAB000009,49918839
1634364,2022-01-30,TAB000009,57015656
1634366,2022-01-31,TAB000009,89663463
1634568,2022-02-01,TAB000009,97588402
1634590,2022-02-02,TAB000009,94265317
1634610,2022-02-03,TAB000009,85511908
1634612,2022-02-04,TAB000009,71689452
1634614,2022-02-05,TAB000009,52616146
1634616,2022-02-06,TAB000009,58035234
1634618,2022-02-07,TAB000009,99981815
1634620,2022-02-08,TAB000009,109962210
1634622,2022-02-09,TAB000009,112980394
1634570,2022-02-10,TAB000009,109288122
1634572,2022-02-11,TAB000009,92603334
1634574,2022-02-12,TAB000009,73525399
1634576,2022-02-13,TAB000009,77121550
1634578,2022-02-14,TAB000009,124401130
1634580,2022-02-15,TAB000009,147171241
1634582,2022-02-16,TAB000009,141230217
1634584,2022-02-17,TAB000009,132544265
1634586,2022-02-18,TAB000009,112549118
1634588,2022-02-19,TAB000009,86381576
1634592,2022-02-20,TAB000009,98207982
1634594,2022-02-21,TAB000009,151450919
1634596,2022-02-22,TAB000009,168493544
1634598,2022-02-23,TAB000009,169768799
1634600,2022-02-24,TAB000009,157789222
1634602,2022-02-25,TAB000009,112134522
1634604,2022-02-26,TAB000009,81589417
1634606,2022-02-27,TAB000009,76015945
1634608,2022-02-28,TAB000009,143188390
1634625,2022-03-01,TAB000009,151533684
1634647,2022-03-02,TAB000009,159241267
1634669,2022-03-03,TAB000009,172913106
1634675,2022-03-04,TAB000009,147080731
1634677,2022-03-05,TAB000009,127675501
1634679,2022-03-06,TAB000009,149111558
1634681,2022-03-07,TAB000009,217946202
1634683,2022-03-08,TAB000009,247327434
1634685,2022-03-09,TAB000009,218057790
1634627,2022-03-10,TAB000009,211607255
1634629,2022-03-11,TAB000009,188540112
1634631,2022-03-12,TAB000009,167233952
1634633,2022-03-13,TAB000009,182053118
1634635,2022-03-14,TAB000009,268571582
1634637,2022-03-15,TAB000009,253947416
1634639,2022-03-16,TAB000009,279720488
1634641,2022-03-17,TAB000009,270355151
1634643,2022-03-18,TAB000009,234509361
1634645,2022-03-19,TAB000009,206587961
1634649,2022-03-20,TAB000009,260972000
1634651,2022-03-21,TAB000009,327090022
1634653,2022-03-22,TAB000009,348299994
1634655,2022-03-23,TAB000009,378717669
1634657,2022-03-24,TAB000009,335783677
1634659,2022-03-25,TAB000009,273387249
1634661,2022-03-26,TAB000009,234323814
1634663,2022-03-27,TAB000009,273630902
1634665,2022-03-28,TAB000009,345708630
1634667,2022-03-29,TAB000009,373331895
1634671,2022-03-30,TAB000009,372535445
1634673,2022-03-31,TAB000009,321549744
1634688,2022-04-01,TAB000009,288753672
1634710,2022-04-02,TAB000009,251938373
1634732,2022-04-03,TAB000009,283014003
1634736,2022-04-04,TAB000009,392758534
1634738,2022-04-05,TAB000009,396624459
1634740,2022-04-06,TAB000009,344809443
1634742,2022-04-07,TAB000009,324968559
1634744,2022-04-08,TAB000009,298216863
1634746,2022-04-09,TAB000009,255350160
1634690,2022-04-10,TAB000009,232191155
1634692,2022-04-11,TAB000009,332673629
1634694,2022-04-12,TAB000009,353933123
1634696,2022-04-13,TAB000009,289731207
1634698,2022-04-14,TAB000009,280354810
1634700,2022-04-15,TAB000009,267651853
1634702,2022-04-16,TAB000009,239589597
1634704,2022-04-17,TAB000009,222699816
1634706,2022-04-18,TAB000009,400792154
1634708,2022-04-19,TAB000009,420199195
1634712,2022-04-20,TAB000009,405873815
1634714,2022-04-21,TAB000009,317411860
1634716,2022-04-22,TAB000009,282918812
1634718,2022-04-23,TAB000009,236673442
1634720,2022-04-24,TAB000009,264473023
1634722,2022-04-25,TAB000009,438344295
1634724,2022-04-26,TAB000009,474711848
1634726,2022-04-27,TAB000009,430598570
1634728,2022-04-28,TAB000009,395472314
1634730,2022-04-29,TAB000009,363634074
1634734,2022-04-30,TAB000009,358348506
1634749,2022-05-01,TAB000009,339627301
1634771,2022-05-02,TAB000009,369428670
1634793,2022-05-03,TAB000009,352763936
1634799,2022-05-04,TAB000009,329597607
1634801,2022-05-05,TAB000009,292123910
1634803,2022-05-06,TAB000009,225629055
1634805,2022-05-07,TAB000009,171666843
1634807,2022-05-08,TAB000009,149705407
1634809,2022-05-09,TAB000009,301997251
1634751,2022-05-10,TAB000009,322558448
1634753,2022-05-11,TAB000009,293390530
1634755,2022-05-12,TAB000009,271865263
1634757,2022-05-13,TAB000009,249946150
1634759,2022-05-14,TAB000009,209555177
1634761,2022-05-15,TAB000009,265993292
1634763,2022-05-16,TAB000009,396325846
1634765,2022-05-17,TAB000009,501493404
1634767,2022-05-18,TAB000009,450454673
1634769,2022-05-19,TAB000009,387859742
1634773,2022-05-20,TAB000009,370398122
1634775,2022-05-21,TAB000009,304915501
1634777,2022-05-22,TAB000009,321053980
1634779,2022-05-23,TAB000009,469396869
1634781,2022-05-24,TAB000009,484642682
1634783,2022-05-25,TAB000009,446005390
1634785,2022-05-26,TAB000009,421951837
1634787,2022-05-27,TAB000009,399943607
1634789,2022-05-28,TAB000009,333991988
1634791,2022-05-29,TAB000009,382478991
1634795,2022-05-30,TAB000009,543978402
1634797,2022-05-31,TAB000009,580051670
1634812,2022-06-01,TAB000009,524247670
1634834,2022-06-02,TAB000009,502764708
1634856,2022-06-03,TAB000009,500287880
1634860,2022-06-04,TAB000009,478615513
1634862,2022-06-05,TAB000009,387904663
1634864,2022-06-06,TAB000009,539613189
1634866,2022-06-07,TAB000009,552800549
1634868,2022-06-08,TAB000009,563272352
1634870,2022-06-09,TAB000009,473624754
1634814,2022-06-10,TAB000009,387067633
1634816,2022-06-11,TAB000009,301513087
1634818,2022-06-12,TAB000009,277257191
1634820,2022-06-13,TAB000009,434509183
1634822,2022-06-14,TAB000009,473596351
1634824,2022-06-15,TAB000009,534785906
1634826,2022-06-16,TAB000009,553138053
1634828,2022-06-17,TAB000009,457029107
1634830,2022-06-18,TAB000009,359832591
1634832,2022-06-19,TAB000009,440670030
1634836,2022-06-20,TAB000009,462231896
1634838,2022-06-21,TAB000009,418507718
1634840,2022-06-22,TAB000009,342576277
1634842,2022-06-23,TAB000009,354431536
1634844,2022-06-24,TAB000009,301897273
1634846,2022-06-25,TAB000009,235567681
1634848,2022-06-26,TAB000009,238997662
1634850,2022-06-27,TAB000009,457228589
1634852,2022-06-28,TAB000009,439675037
1634854,2022-06-29,TAB000009,392460018
1634858,2022-06-30,TAB000009,332914885
1634873,2022-07-01,TAB000009,240922753
1634895,2022-07-02,TAB000009,176507322
1634915,2022-07-03,TAB000009,187581151
1634921,2022-07-04,TAB000009,210262443
1634923,2022-07-05,TAB000009,205076723
1634925,2022-07-06,TAB000009,184945353
1634927,2022-07-07,TAB000009,156799706
1634929,2022-07-08,TAB000009,140053221
1634931,2022-07-09,TAB000009,95360639
1634875,2022-07-10,TAB000009,107586029
1634877,2022-07-11,TAB000009,160134182
1634879,2022-07-12,TAB000009,184034908
1634881,2022-07-13,TAB000009,151821455
1634883,2022-07-14,TAB000009,134345089
1634885,2022-07-15,TAB000009,110028578
1634887,2022-07-16,TAB000009,80867317
1634889,2022-07-17,TAB000009,88822686
1634891,2022-07-18,TAB000009,137786569
1634893,2022-07-19,TAB000009,158464819
1634897,2022-07-20,TAB000009,146392581
1634899,2022-07-21,TAB000009,131795006
1634901,2022-07-23,TAB000009,82729703
1634903,2022-07-24,TAB000009,73035783
1634905,2022-07-25,TAB000009,133163576
1634907,2022-07-26,TAB000009,159228856
1634909,2022-07-27,TAB000009,147506799
1634911,2022-07-28,TAB000009,127353504
1634913,2022-07-29,TAB000009,118171245
1634917,2022-07-30,TAB000009,88907602
1634919,2022-07-31,TAB000009,100940212
1634934,2022-08-01,TAB000009,146318509
1634956,2022-08-02,TAB000009,158003620
1634978,2022-08-03,TAB000009,138307470
1634984,2022-08-04,TAB000009,80900311
1634986,2022-08-05,TAB000009,66534814
1634988,2022-08-06,TAB000009,55970747
1634990,2022-08-07,TAB000009,67579372
1634992,2022-08-08,TAB000009,91622815
1634994,2022-08-09,TAB000009,114406628
1634936,2022-08-10,TAB000009,158844657
1634938,2022-08-11,TAB000009,154490587
1634940,2022-08-12,TAB000009,133720614
1634942,2022-08-13,TAB000009,95440212
1634944,2022-08-14,TAB000009,88486310
1634946,2022-08-15,TAB000009,203720979
1634948,2022-08-16,TAB000009,235096269
1634950,2022-08-17,TAB000009,228531659
1634952,2022-08-18,TAB000009,220292469
1634954,2022-08-19,TAB000009,184456147
1634958,2022-08-20,TAB000009,151795760
1634960,2022-08-21,TAB000009,162255710
1634962,2022-08-22,TAB000009,226267851
1634964,2022-08-23,TAB000009,256375740
1634966,2022-08-24,TAB000009,235534942
1634968,2022-08-25,TAB000009,228678031
1634970,2022-08-26,TAB000009,187514389
1634972,2022-08-27,TAB000009,153422809
1634974,2022-08-28,TAB000009,181090929
1634976,2022-08-29,TAB000009,290920807
1634980,2022-08-30,TAB000009,337244930
1634982,2022-08-31,TAB000009,308276596
1634997,2022-09-01,TAB000009,285718642
1635041,2022-09-04,TAB000009,240056164
1635043,2022-09-05,TAB000009,329977473
1635045,2022-09-06,TAB000009,321835786
1635047,2022-09-07,TAB000009,309048469
1635049,2022-09-08,TAB000009,304211677
1635051,2022-09-09,TAB000009,279059517
1634999,2022-09-10,TAB000009,224498102
1635001,2022-09-11,TAB000009,267165879
1635003,2022-09-12,TAB000009,347642573
1635005,2022-09-13,TAB000009,360017725
1635007,2022-09-14,TAB000009,347477362
1635009,2022-09-15,TAB000009,334624329
1635011,2022-09-16,TAB000009,321374697
1635013,2022-09-17,TAB000009,262373913
1635015,2022-09-18,TAB000009,288985716
1635017,2022-09-19,TAB000009,419202783
1635019,2022-09-20,TAB000009,462136783
1635021,2022-09-21,TAB000009,409925771
1635023,2022-09-22,TAB000009,376839944
1635025,2022-09-23,TAB000009,318380168
1635027,2022-09-24,TAB000009,257924175
1635029,2022-09-25,TAB000009,314164376
1635031,2022-09-26,TAB000009,468156112
1635033,2022-09-27,TAB000009,449066560
1635035,2022-09-28,TAB000009,422046780
1635037,2022-09-29,TAB000009,367970301
1635039,2022-09-30,TAB000009,309651856
1634380,2022-10-01,TAB000009,258915693
1634402,2022-10-02,TAB000009,192967263
1634424,2022-10-03,TAB000009,406733332
1634430,2022-10-04,TAB000009,486376859
1634432,2022-10-05,TAB000009,418924037
