,reference_date,table,total_size
686951,2022-02-16,TAB000005,1332278
686953,2022-02-17,TAB000005,1257145
686955,2022-02-18,TAB000005,1050571
686957,2022-02-19,TAB000005,807470
686961,2022-02-20,TAB000005,896417
686963,2022-02-21,TAB000005,1420479
686965,2022-02-22,TAB000005,1513079
686967,2022-02-23,TAB000005,1478186
686969,2022-02-24,TAB000005,1297454
686971,2022-02-25,TAB000005,1052424
686973,2022-02-26,TAB000005,752466
686975,2022-02-27,TAB000005,710218
686977,2022-02-28,TAB000005,1199559
686993,2022-03-01,TAB000005,1256665
687015,2022-03-02,TAB000005,1405452
687037,2022-03-03,TAB000005,1524703
687043,2022-03-04,TAB000005,1306069
687045,2022-03-05,TAB000005,1076253
687047,2022-03-06,TAB000005,1212086
687049,2022-03-07,TAB000005,1819991
687051,2022-03-08,TAB000005,1838952
687053,2022-03-09,TAB000005,1826800
686995,2022-03-10,TAB000005,1830800
686997,2022-03-11,TAB000005,1583031
686999,2022-03-12,TAB000005,1351822
687001,2022-03-13,TAB000005,1518636
687003,2022-03-14,TAB000005,2384621
687005,2022-03-15,TAB000005,2681171
687007,2022-03-16,TAB000005,2446455
687009,2022-03-17,TAB000005,2323683
687011,2022-03-18,TAB000005,1802869
687013,2022-03-19,TAB000005,1547469
687017,2022-03-20,TAB000005,1801441
687019,2022-03-21,TAB000005,2826198
687021,2022-03-22,TAB000005,3381611
687023,2022-03-23,TAB000005,2837488
687025,2022-03-24,TAB000005,2599215
687027,2022-03-25,TAB000005,2001464
687029,2022-03-26,TAB000005,1689254
687031,2022-03-27,TAB000005,1905420
687033,2022-03-28,TAB000005,2880067
687035,2022-03-29,TAB000005,3036057
687039,2022-03-30,TAB000005,730777
687041,2022-03-31,TAB000005,1239647
687055,2022-04-01,TAB000005,0
687077,2022-04-02,TAB000005,1815090
687099,2022-04-03,TAB000005,2043334
687103,2022-04-04,TAB000005,3256833
687105,2022-04-05,TAB000005,3225583
687107,2022-04-06,TAB000005,2907833
687109,2022-04-07,TAB000005,2694437
687111,2022-04-08,TAB000005,2364241
687113,2022-04-09,TAB000005,1765179
687057,2022-04-10,TAB000005,1661729
687059,2022-04-11,TAB000005,2629385
687061,2022-04-12,TAB000005,1845558
687063,2022-04-13,TAB000005,1317574
687065,2022-04-14,TAB000005,1590873
687067,2022-04-15,TAB000005,1574404
687069,2022-04-16,TAB000005,1463823
687071,2022-04-17,TAB000005,1490721
687073,2022-04-18,TAB000005,2884346
687075,2022-04-19,TAB000005,2951569
687079,2022-04-20,TAB000005,2537110
687081,2022-04-21,TAB000005,1940266
687083,2022-04-22,TAB000005,2032441
687085,2022-04-23,TAB000005,1647945
687087,2022-04-24,TAB000005,1870039
687089,2022-04-25,TAB000005,3409258
687091,2022-04-26,TAB000005,3448879
687093,2022-04-27,TAB000005,3076544
687095,2022-04-28,TAB000005,2909848
687097,2022-04-29,TAB000005,2564031
687101,2022-04-30,TAB000005,2061912
687115,2022-05-01,TAB000005,1940733
687137,2022-05-02,TAB000005,2703570
687159,2022-05-03,TAB000005,2616569
687165,2022-05-04,TAB000005,2466132
687167,2022-05-05,TAB000005,1951919
687169,2022-05-06,TAB000005,1561289
687171,2022-05-07,TAB000005,1278232
687173,2022-05-08,TAB000005,1095158
687175,2022-05-09,TAB000005,2301722
687117,2022-05-10,TAB000005,2674022
687119,2022-05-11,TAB000005,2537437
687121,2022-05-12,TAB000005,2084457
687123,2022-05-13,TAB000005,1691549
687125,2022-05-14,TAB000005,1381958
687127,2022-05-15,TAB000005,1705269
687129,2022-05-16,TAB000005,2743954
687131,2022-05-17,TAB000005,3135497
687133,2022-05-18,TAB000005,2727547
687135,2022-05-19,TAB000005,2577123
687139,2022-05-20,TAB000005,2316011
687141,2022-05-21,TAB000005,1728468
687143,2022-05-22,TAB000005,1836580
687145,2022-05-23,TAB000005,3019264
687147,2022-05-24,TAB000005,3106913
687149,2022-05-25,TAB000005,2800092
687151,2022-05-26,TAB000005,2673519
687153,2022-05-27,TAB000005,2459961
687155,2022-05-28,TAB000005,1879188
687157,2022-05-29,TAB000005,2056917
687161,2022-05-30,TAB000005,3500327
687163,2022-05-31,TAB000005,3503857
687177,2022-06-01,TAB000005,3243483
687199,2022-06-02,TAB000005,3156014
687221,2022-06-03,TAB000005,3008543
687225,2022-06-04,TAB000005,2758133
687227,2022-06-05,TAB000005,2987545
687229,2022-06-06,TAB000005,3901380
687231,2022-06-07,TAB000005,3841831
687233,2022-06-08,TAB000005,3830284
687235,2022-06-09,TAB000005,3205479
687179,2022-06-10,TAB000005,2683949
687181,2022-06-11,TAB000005,1743307
687183,2022-06-12,TAB000005,1606403
687185,2022-06-13,TAB000005,2851605
687187,2022-06-14,TAB000005,2915216
687189,2022-06-15,TAB000005,2806655
687191,2022-06-16,TAB000005,2624051
687193,2022-06-17,TAB000005,2385145
687195,2022-06-18,TAB000005,1709216
687197,2022-06-19,TAB000005,1933423
687201,2022-06-20,TAB000005,2969192
687203,2022-06-21,TAB000005,2905032
687205,2022-06-22,TAB000005,2504758
687207,2022-06-23,TAB000005,2349996
687209,2022-06-24,TAB000005,1880649
687211,2022-06-25,TAB000005,1488753
687213,2022-06-26,TAB000005,1435449
687215,2022-06-27,TAB000005,2685736
687217,2022-06-28,TAB000005,2654966
687219,2022-06-29,TAB000005,2323730
687223,2022-06-30,TAB000005,1887826
687237,2022-07-01,TAB000005,1455937
687259,2022-07-02,TAB000005,1078211
687281,2022-07-03,TAB000005,1080562
687287,2022-07-04,TAB000005,1481491
687289,2022-07-05,TAB000005,1534528
687291,2022-07-06,TAB000005,1525121
687293,2022-07-07,TAB000005,1332106
687295,2022-07-08,TAB000005,1146910
687297,2022-07-09,TAB000005,811744
687239,2022-07-10,TAB000005,847835
687241,2022-07-11,TAB000005,1329622
687243,2022-07-12,TAB000005,1408477
687245,2022-07-13,TAB000005,1248230
687247,2022-07-14,TAB000005,1139710
687249,2022-07-15,TAB000005,954089
687251,2022-07-16,TAB000005,688131
687253,2022-07-17,TAB000005,705142
687255,2022-07-18,TAB000005,1085846
687257,2022-07-19,TAB000005,1066529
687261,2022-07-20,TAB000005,1136758
687263,2022-07-21,TAB000005,1042745
687265,2022-07-22,TAB000005,872537
687267,2022-07-23,TAB000005,612861
687269,2022-07-24,TAB000005,624413
687271,2022-07-25,TAB000005,1128091
687273,2022-07-26,TAB000005,1224969
687275,2022-07-27,TAB000005,1166260
687277,2022-07-28,TAB000005,1084462
687279,2022-07-29,TAB000005,931649
687283,2022-07-30,TAB000005,680749
687285,2022-07-31,TAB000005,698764
687299,2022-08-01,TAB000005,0
687321,2022-08-02,TAB000005,1302609
687343,2022-08-03,TAB000005,1271972
687349,2022-08-04,TAB000005,1206540
687351,2022-08-05,TAB000005,1021869
687353,2022-08-06,TAB000005,826588
687355,2022-08-07,TAB000005,977055
687357,2022-08-08,TAB000005,1431123
687359,2022-08-09,TAB000005,1427913
687301,2022-08-10,TAB000005,1366543
687303,2022-08-11,TAB000005,1259406
687305,2022-08-12,TAB000005,1077352
687307,2022-08-13,TAB000005,774293
687309,2022-08-14,TAB000005,734403
687311,2022-08-15,TAB000005,1497594
687313,2022-08-16,TAB000005,1815487
687315,2022-08-17,TAB000005,1601552
687317,2022-08-18,TAB000005,1457500
687319,2022-08-19,TAB000005,1204563
687323,2022-08-20,TAB000005,950882
687325,2022-08-21,TAB000005,1048211
687327,2022-08-22,TAB000005,1631312
687329,2022-08-23,TAB000005,1709744
687331,2022-08-24,TAB000005,1573723
687333,2022-08-25,TAB000005,1452627
687335,2022-08-26,TAB000005,1276057
687337,2022-08-27,TAB000005,987533
687339,2022-08-28,TAB000005,1214712
687341,2022-08-29,TAB000005,2272430
687345,2022-08-30,TAB000005,2366989
687347,2022-08-31,TAB000005,2068615
687361,2022-09-01,TAB000005,1694408
687381,2022-09-02,TAB000005,1474454
687403,2022-09-03,TAB000005,1212295
687407,2022-09-04,TAB000005,1395187
687409,2022-09-05,TAB000005,2344859
687411,2022-09-06,TAB000005,1846695
687413,2022-09-07,TAB000005,1679586
687415,2022-09-08,TAB000005,1775493
687417,2022-09-09,TAB000005,1581375
687363,2022-09-10,TAB000005,1289283
687365,2022-09-11,TAB000005,1482093
687367,2022-09-12,TAB000005,2492734
687369,2022-09-13,TAB000005,2559042
687371,2022-09-14,TAB000005,2549345
687373,2022-09-15,TAB000005,2405998
687375,2022-09-17,TAB000005,1451120
687377,2022-09-18,TAB000005,1569271
687379,2022-09-19,TAB000005,2698950
687383,2022-09-20,TAB000005,2843683
687385,2022-09-21,TAB000005,2543705
687387,2022-09-22,TAB000005,2517862
687389,2022-09-23,TAB000005,2079375
687391,2022-09-24,TAB000005,1590366
687393,2022-09-25,TAB000005,1851662
687395,2022-09-26,TAB000005,3245580
687397,2022-09-27,TAB000005,3062510
687399,2022-09-28,TAB000005,2861002
687401,2022-09-29,TAB000005,2565030
687405,2022-09-30,TAB000005,2157967
686753,2022-10-01,TAB000005,1543320
686775,2022-10-02,TAB000005,1151217
686797,2022-10-03,TAB000005,2828456
686803,2022-10-04,TAB000005,3053712
686805,2022-10-05,TAB000005,2800816
686807,2022-10-06,TAB000005,2443119
686809,2022-10-07,TAB000005,1840733
686811,2022-10-08,TAB000005,1232876
686813,2022-10-09,TAB000005,1304122
686755,2022-10-10,TAB000005,2160899
686757,2022-10-11,TAB000005,1698950
686759,2022-10-12,TAB000005,1338065
686761,2022-10-13,TAB000005,1686178
686763,2022-10-14,TAB000005,1504369
686765,2022-10-15,TAB000005,1140250
686767,2022-10-16,TAB000005,1292525
686769,2022-10-17,TAB000005,2288285
686771,2022-10-18,TAB000005,2380070
686773,2022-10-19,TAB000005,2185700
686777,2022-10-20,TAB000005,1748424
686779,2022-10-21,TAB000005,1584795
686781,2022-10-22,TAB000005,1236577
686783,2022-10-23,TAB000005,1344112
686785,2022-10-24,TAB000005,2444210
686787,2022-10-25,TAB000005,2382554
686789,2022-10-26,TAB000005,2220051
686791,2022-10-27,TAB000005,2004162
686793,2022-10-28,TAB000005,1626898
686795,2022-10-29,TAB000005,1244970
686799,2022-10-30,TAB000005,975140
686801,2022-10-31,TAB000005,2173582
686815,2022-11-01,TAB000005,2090006
686837,2022-11-02,TAB000005,1838972
686859,2022-11-03,TAB000005,2162829
686863,2022-11-04,TAB000005,1714386
686865,2022-11-05,TAB000005,1446839
686867,2022-11-06,TAB000005,1595120
686869,2022-11-07,TAB000005,2760192
686871,2022-11-08,TAB000005,2937246
686873,2022-11-09,TAB000005,2539159
686817,2022-11-10,TAB000005,2295261
686819,2022-11-11,TAB000005,1974719
686821,2022-11-12,TAB000005,1367411
686823,2022-11-13,TAB000005,1208907
686825,2022-11-14,TAB000005,2200923
686827,2022-11-15,TAB000005,2315388
686829,2022-11-16,TAB000005,2467523
686831,2022-11-17,TAB000005,2433760
686833,2022-11-18,TAB000005,2089462
686835,2022-11-19,TAB000005,1664641
686839,2022-11-20,TAB000005,1644656
686841,2022-11-21,TAB000005,2812392
686843,2022-11-22,TAB000005,3396146
686845,2022-11-23,TAB000005,2516459
686847,2022-11-24,TAB000005,1578203
686849,2022-11-25,TAB000005,2134941
686851,2022-11-26,TAB000005,1590105
686853,2022-11-27,TAB000005,1717860
686855,2022-11-28,TAB000005,2284519
686857,2022-11-29,TAB000005,3219417
686861,2022-11-30,TAB000005,4095770
686875,2022-12-01,TAB000005,2698585
686897,2022-12-02,TAB000005,1774918
686919,2022-12-03,TAB000005,1710968
686925,2022-12-04,TAB000005,1400834
686927,2022-12-05,TAB000005,1850007
686929,2022-12-06,TAB000005,2489866
686931,2022-12-07,TAB000005,2143231
686933,2022-12-08,TAB000005,1557324
686935,2022-12-09,TAB000005,1243241
686877,2022-12-10,TAB000005,1070852
686879,2022-12-11,TAB000005,1111870
686881,2022-12-12,TAB000005,2002596
686883,2022-12-13,TAB000005,1768344
686885,2022-12-14,TAB000005,1404598
686887,2022-12-15,TAB000005,1242171
686889,2022-12-16,TAB000005,1105821
686891,2022-12-17,TAB000005,833617
686893,2022-12-18,TAB000005,685881
686895,2022-12-19,TAB000005,902051
686899,2022-12-20,TAB000005,888829
686901,2022-12-21,TAB000005,743232
686903,2022-12-22,TAB000005,654784
686905,2022-12-23,TAB000005,483209
686907,2022-12-24,TAB000005,230412
686909,2022-12-25,TAB000005,189038
686911,2022-12-26,TAB000005,582930
686913,2022-12-27,TAB000005,652890
686915,2022-12-28,TAB000005,616930
686917,2022-12-29,TAB000005,542238
686921,2022-12-30,TAB000005,449532
686923,2022-12-31,TAB000005,263043
687419,2023-01-01,TAB000005,155790
687441,2023-01-02,TAB000005,590652
687463,2023-01-03,TAB000005,698938
687469,2023-01-04,TAB000005,735914
687471,2023-01-05,TAB000005,744485
687473,2023-01-06,TAB000005,639510
687475,2023-01-07,TAB000005,459547
687477,2023-01-08,TAB000005,424400
687479,2023-01-09,TAB000005,726090
687421,2023-01-10,TAB000005,763375
687423,2023-01-11,TAB000005,706869
687425,2023-01-12,TAB000005,652890
687427,2023-01-13,TAB000005,587374
687429,2023-01-14,TAB000005,406063
687431,2023-01-15,TAB000005,402595
687433,2023-01-16,TAB000005,691933
687435,2023-01-17,TAB000005,724149
687437,2023-01-18,TAB000005,722327
687439,2023-01-19,TAB000005,668230
687443,2023-01-20,TAB000005,578210
687445,2023-01-21,TAB000005,428026
687447,2023-01-22,TAB000005,417591
687449,2023-01-23,TAB000005,711954
687451,2023-01-24,TAB000005,772838
687453,2023-01-25,TAB000005,725572
687455,2023-01-26,TAB000005,691865
687457,2023-01-27,TAB000005,599185
687459,2023-01-28,TAB000005,450141
687461,2023-01-29,TAB000005,507316
687465,2023-01-30,TAB000005,845105
687467,2023-01-31,TAB000005,889656
687481,2023-02-01,TAB000005,752316
687501,2023-02-02,TAB000005,716354
687521,2023-02-03,TAB000005,630934
687523,2023-02-04,TAB000005,457429
687525,2023-02-06,TAB000005,867622
687527,2023-02-07,TAB000005,930720
687529,2023-02-08,TAB000005,965092
687531,2023-02-09,TAB000005,846344
687483,2023-02-10,TAB000005,749395
687485,2023-02-12,TAB000005,610591
687487,2023-02-13,TAB000005,972901
687489,2023-02-14,TAB000005,1028153
687491,2023-02-15,TAB000005,1047731
687493,2023-02-16,TAB000005,967421
687495,2023-02-17,TAB000005,761487
687497,2023-02-18,TAB000005,538702
687499,2023-02-19,TAB000005,577048
687503,2023-02-20,TAB000005,890199
687505,2023-02-21,TAB000005,952867
687507,2023-02-22,TAB000005,1108067
687509,2023-02-23,TAB000005,1170373
687511,2023-02-24,TAB000005,1082802
687513,2023-02-25,TAB000005,833252
687515,2023-02-26,TAB000005,986631
687517,2023-02-27,TAB000005,1426275
687519,2023-02-28,TAB000005,1536689
687533,2023-03-01,TAB000005,1353304
687555,2023-03-02,TAB000005,1359300
687561,2023-03-03,TAB000005,1195350
687563,2023-03-04,TAB000005,924387
687565,2023-03-05,TAB000005,1047796
687567,2023-03-06,TAB000005,1534502
687569,2023-03-07,TAB000005,1757076
687571,2023-03-08,TAB000005,1509141
687573,2023-03-09,TAB000005,1564885
687535,2023-03-10,TAB000005,1476056
687537,2023-03-11,TAB000005,1299414
687539,2023-03-12,TAB000005,1314743
687541,2023-03-13,TAB000005,1786479
687543,2023-03-14,TAB000005,2219484
687545,2023-03-15,TAB000005,1864043
687547,2023-03-16,TAB000005,1739210
687549,2023-03-17,TAB000005,1492848
687551,2023-03-18,TAB000005,1288526
687553,2023-03-19,TAB000005,1503666
687557,2023-03-20,TAB000005,1493083
687559,2023-03-21,TAB000005,3505865
916841,2020-01-01,TAB000006,107649
916863,2020-01-02,TAB000006,245860
916885,2020-01-03,TAB000006,277997
916891,2020-01-04,TAB000006,249040
916893,2020-01-05,TAB000006,231082
916895,2020-01-06,TAB000006,327550
916897,2020-01-07,TAB000006,355991
916899,2020-01-08,TAB000006,350558
916901,2020-01-09,TAB000006,335859
916843,2020-01-10,TAB000006,313411
916845,2020-01-11,TAB000006,255056
916847,2020-01-12,TAB000006,238727
916849,2020-01-13,TAB000006,334484
916851,2020-01-14,TAB000006,414757
916853,2020-01-15,TAB000006,391617
916855,2020-01-16,TAB000006,376549
916857,2020-01-17,TAB000006,330674
916859,2020-01-18,TAB000006,267040
916861,2020-01-19,TAB000006,286517
916865,2020-01-20,TAB000006,413259
916867,2020-01-21,TAB000006,484165
916869,2020-01-22,TAB000006,480886
916871,2020-01-23,TAB000006,461538
916873,2020-01-24,TAB000006,400640
916875,2020-01-25,TAB000006,295392
916877,2020-01-26,TAB000006,324862
916879,2020-01-27,TAB000006,439039
916881,2020-01-28,TAB000006,532014
916883,2020-01-29,TAB000006,527659
916887,2020-01-30,TAB000006,505329
916889,2020-01-31,TAB000006,477678
917087,2020-02-01,TAB000006,354300
917109,2020-02-02,TAB000006,363845
917131,2020-02-03,TAB000006,533137
917133,2020-02-04,TAB000006,636235
917135,2020-02-05,TAB000006,643762
917137,2020-02-06,TAB000006,669196
917139,2020-02-07,TAB000006,575701
917141,2020-02-08,TAB000006,458824
917143,2020-02-09,TAB000006,495859
917089,2020-02-10,TAB000006,756163
917091,2020-02-11,TAB000006,880595
917093,2020-02-12,TAB000006,919206
917095,2020-02-13,TAB000006,858257
917097,2020-02-14,TAB000006,709052
917099,2020-02-15,TAB000006,545715
917101,2020-02-16,TAB000006,606125
917103,2020-02-17,TAB000006,899469
917105,2020-02-18,TAB000006,1045290
917107,2020-02-19,TAB000006,1046869
917111,2020-02-20,TAB000006,938968
917113,2020-02-21,TAB000006,700183
917115,2020-02-22,TAB000006,531108
917117,2020-02-23,TAB000006,482755
917119,2020-02-24,TAB000006,648979
917121,2020-02-25,TAB000006,747264
917123,2020-02-26,TAB000006,998317
917125,2020-02-27,TAB000006,1243034
917127,2020-02-28,TAB000006,1145262
917129,2020-02-29,TAB000006,972169
917145,2020-03-01,TAB000006,1094282
917167,2020-03-02,TAB000006,1483469
917189,2020-03-03,TAB000006,1713031
917195,2020-03-04,TAB000006,1699531
917197,2020-03-05,TAB000006,1592747
917199,2020-03-06,TAB000006,1274787
917201,2020-03-07,TAB000006,1077206
917203,2020-03-08,TAB000006,1207648
917205,2020-03-09,TAB000006,1793925
917147,2020-03-10,TAB000006,2093729
917149,2020-03-11,TAB000006,2234974
917151,2020-03-12,TAB000006,2038082
917153,2020-03-13,TAB000006,1569347
917155,2020-03-14,TAB000006,1205124
917157,2020-03-15,TAB000006,1366386
917159,2020-03-16,TAB000006,1806755
917161,2020-03-17,TAB000006,1595662
917163,2020-03-18,TAB000006,1585392
917165,2020-03-19,TAB000006,1694610
917169,2020-03-20,TAB000006,1704476
917171,2020-03-21,TAB000006,1551239
917173,2020-03-22,TAB000006,1302816
917175,2020-03-23,TAB000006,1849927
917177,2020-03-24,TAB000006,2312736
917179,2020-03-25,TAB000006,2446561
917181,2020-03-26,TAB000006,2302454
917183,2020-03-27,TAB000006,2140854
917185,2020-03-28,TAB000006,1923349
917187,2020-03-29,TAB000006,1577548
917191,2020-03-30,TAB000006,2682540
917193,2020-03-31,TAB000006,2736120
917207,2020-04-01,TAB000006,2173355
917229,2020-04-02,TAB000006,1933049
917251,2020-04-03,TAB000006,1474950
917255,2020-04-04,TAB000006,986050
917257,2020-04-05,TAB000006,865400
917259,2020-04-06,TAB000006,1457221
917261,2020-04-07,TAB000006,1513238
917263,2020-04-08,TAB000006,1454234
917265,2020-04-09,TAB000006,1342693
917209,2020-04-10,TAB000006,1038162
917211,2020-04-11,TAB000006,893518
917213,2020-04-12,TAB000006,814392
917215,2020-04-13,TAB000006,1751480
917217,2020-04-14,TAB000006,1930287
917219,2020-04-15,TAB000006,1738452
917221,2020-04-16,TAB000006,1611043
917223,2020-04-17,TAB000006,1624420
917225,2020-04-18,TAB000006,1201355
917227,2020-04-19,TAB000006,1068331
917231,2020-04-20,TAB000006,1762742
917233,2020-04-21,TAB000006,1592185
917235,2020-04-22,TAB000006,1839083
917237,2020-04-23,TAB000006,1922223
917239,2020-04-24,TAB000006,1556402
917241,2020-04-25,TAB000006,1239244
917243,2020-04-26,TAB000006,1039144
917245,2020-04-27,TAB000006,1981307
917247,2020-04-28,TAB000006,2051421
917249,2020-04-29,TAB000006,1970051
917253,2020-04-30,TAB000006,1830093
917267,2020-05-01,TAB000006,1330888
917289,2020-05-02,TAB000006,1583129
917311,2020-05-03,TAB000006,1574640
917317,2020-05-04,TAB000006,2562654
917319,2020-05-05,TAB000006,2356672
917321,2020-05-06,TAB000006,2414413
917323,2020-05-07,TAB000006,2199551
917325,2020-05-08,TAB000006,1882353
917327,2020-05-09,TAB000006,1396431
917269,2020-05-10,TAB000006,1167946
917271,2020-05-11,TAB000006,2317053
917273,2020-05-12,TAB000006,2509918
917275,2020-05-13,TAB000006,2473048
917277,2020-05-14,TAB000006,2481426
917279,2020-05-15,TAB000006,2126916
917281,2020-05-16,TAB000006,1506694
917283,2020-05-17,TAB000006,1254260
917285,2020-05-18,TAB000006,2107060
917287,2020-05-19,TAB000006,2309697
917291,2020-05-20,TAB000006,2100290
917293,2020-05-21,TAB000006,2222239
917295,2020-05-22,TAB000006,1890770
917297,2020-05-23,TAB000006,1562497
917299,2020-05-24,TAB000006,1362116
917301,2020-05-25,TAB000006,2194388
917303,2020-05-26,TAB000006,2333201
917305,2020-05-27,TAB000006,2207212
917307,2020-05-28,TAB000006,1959937
917309,2020-05-29,TAB000006,1916897
917313,2020-05-30,TAB000006,1496324
917315,2020-05-31,TAB000006,1266940
917329,2020-06-01,TAB000006,2106427
917351,2020-06-02,TAB000006,2284704
917373,2020-06-03,TAB000006,2196999
917377,2020-06-04,TAB000006,2148934
917379,2020-06-05,TAB000006,1741890
917381,2020-06-06,TAB000006,1473561
917383,2020-06-07,TAB000006,1274549
917385,2020-06-08,TAB000006,1874777
917387,2020-06-09,TAB000006,2341640
917331,2020-06-10,TAB000006,2197830
917333,2020-06-11,TAB000006,1460109
917335,2020-06-12,TAB000006,1164525
917337,2020-06-13,TAB000006,1080275
917339,2020-06-14,TAB000006,1081138
917341,2020-06-15,TAB000006,2172656
917343,2020-06-16,TAB000006,2253116
917345,2020-06-17,TAB000006,2259037
917347,2020-06-18,TAB000006,2085132
917349,2020-06-19,TAB000006,1782994
917353,2020-06-20,TAB000006,1386805
917355,2020-06-21,TAB000006,933482
917357,2020-06-22,TAB000006,1620221
917359,2020-06-23,TAB000006,1643844
917361,2020-06-24,TAB000006,1279253
917363,2020-06-25,TAB000006,1324686
917365,2020-06-26,TAB000006,1306134
917367,2020-06-27,TAB000006,862631
917369,2020-06-28,TAB000006,682606
917371,2020-06-29,TAB000006,1251182
917375,2020-06-30,TAB000006,1319914
917389,2020-07-01,TAB000006,1032466
917411,2020-07-02,TAB000006,866444
917433,2020-07-03,TAB000006,871827
917439,2020-07-04,TAB000006,664900
917441,2020-07-05,TAB000006,541554
917443,2020-07-06,TAB000006,881829
917445,2020-07-07,TAB000006,905312
917447,2020-07-08,TAB000006,840189
917449,2020-07-09,TAB000006,749458
917391,2020-07-10,TAB000006,634013
917393,2020-07-11,TAB000006,487920
917395,2020-07-12,TAB000006,456777
917397,2020-07-13,TAB000006,747137
917399,2020-07-14,TAB000006,750714
917401,2020-07-15,TAB000006,729375
917403,2020-07-16,TAB000006,683113
917405,2020-07-17,TAB000006,586365
917407,2020-07-18,TAB000006,435275
917409,2020-07-19,TAB000006,416114
917413,2020-07-20,TAB000006,686136
917415,2020-07-21,TAB000006,715462
917417,2020-07-22,TAB000006,694249
917419,2020-07-23,TAB000006,625915
917421,2020-07-24,TAB000006,601249
917423,2020-07-25,TAB000006,427034
917425,2020-07-26,TAB000006,439106
917427,2020-07-27,TAB000006,758361
917429,2020-07-28,TAB000006,754096
917431,2020-07-29,TAB000006,688339
917435,2020-07-30,TAB000006,634371
917437,2020-07-31,TAB000006,544702
917451,2020-08-01,TAB000006,429444
917473,2020-08-02,TAB000006,415424
917495,2020-08-03,TAB000006,752481
917501,2020-08-04,TAB000006,949747
917503,2020-08-05,TAB000006,909467
917505,2020-08-06,TAB000006,641637
917507,2020-08-07,TAB000006,612705
917509,2020-08-08,TAB000006,409839
917511,2020-08-09,TAB000006,333751
917453,2020-08-10,TAB000006,707553
917455,2020-08-11,TAB000006,819585
917457,2020-08-12,TAB000006,769740
917459,2020-08-13,TAB000006,687641
917461,2020-08-14,TAB000006,622268
917463,2020-08-15,TAB000006,462328
917465,2020-08-16,TAB000006,439399
917467,2020-08-17,TAB000006,835014
917469,2020-08-18,TAB000006,990750
917471,2020-08-19,TAB000006,979324
917475,2020-08-20,TAB000006,958143
917477,2020-08-21,TAB000006,826557
917479,2020-08-22,TAB000006,579259
917481,2020-08-23,TAB000006,580822
917483,2020-08-24,TAB000006,1036964
917485,2020-08-25,TAB000006,1205960
917487,2020-08-26,TAB000006,1202996
917489,2020-08-27,TAB000006,1148051
917491,2020-08-28,TAB000006,989586
917493,2020-08-29,TAB000006,645224
917497,2020-08-30,TAB000006,662519
917499,2020-08-31,TAB000006,1192545
917513,2020-09-01,TAB000006,1296410
917535,2020-09-02,TAB000006,1247303
917557,2020-09-03,TAB000006,1108412
917561,2020-09-04,TAB000006,957619
917563,2020-09-05,TAB000006,615341
917565,2020-09-06,TAB000006,571176
917567,2020-09-07,TAB000006,904329
917569,2020-09-08,TAB000006,1299753
917571,2020-09-09,TAB000006,1583375
917515,2020-09-10,TAB000006,1489918
917517,2020-09-11,TAB000006,1243438
917519,2020-09-12,TAB000006,860994
917521,2020-09-13,TAB000006,867623
917523,2020-09-14,TAB000006,1646821
917525,2020-09-15,TAB000006,1826378
917527,2020-09-16,TAB000006,1424870
917529,2020-09-17,TAB000006,1556320
917531,2020-09-18,TAB000006,1322491
917533,2020-09-19,TAB000006,979048
917537,2020-09-20,TAB000006,1023365
917539,2020-09-21,TAB000006,1988149
917541,2020-09-22,TAB000006,2247439
917543,2020-09-23,TAB000006,1838549
917545,2020-09-24,TAB000006,1674120
917547,2020-09-25,TAB000006,1444501
917549,2020-09-26,TAB000006,1233307
917551,2020-09-27,TAB000006,942439
917553,2020-09-28,TAB000006,1884871
917555,2020-09-29,TAB000006,2240239
917559,2020-09-30,TAB000006,1962595
916903,2020-10-01,TAB000006,1676248
916925,2020-10-02,TAB000006,1456423
916947,2020-10-03,TAB000006,1042994
916953,2020-10-04,TAB000006,1217054
916955,2020-10-05,TAB000006,2130348
916957,2020-10-06,TAB000006,2466139
916959,2020-10-07,TAB000006,2296816
916961,2020-10-08,TAB000006,2206399
916963,2020-10-09,TAB000006,1957520
916905,2020-10-10,TAB000006,1172712
916907,2020-10-11,TAB000006,795057
916909,2020-10-12,TAB000006,1056960
916911,2020-10-13,TAB000006,1583335
916913,2020-10-14,TAB000006,1882164
916915,2020-10-15,TAB000006,1827791
916917,2020-10-16,TAB000006,1357866
916919,2020-10-17,TAB000006,882325
916921,2020-10-18,TAB000006,862207
916923,2020-10-19,TAB000006,1691070
916927,2020-10-20,TAB000006,1917879
916929,2020-10-21,TAB000006,1863805
916931,2020-10-22,TAB000006,1725369
916933,2020-10-23,TAB000006,1464756
916935,2020-10-24,TAB000006,1043768
916937,2020-10-25,TAB000006,1050276
916939,2020-10-26,TAB000006,1866290
916941,2020-10-27,TAB000006,2113982
916943,2020-10-28,TAB000006,1992359
916945,2020-10-29,TAB000006,1875039
916949,2020-10-30,TAB000006,1637811
916951,2020-10-31,TAB000006,1142931
916965,2020-11-01,TAB000006,869276
916987,2020-11-02,TAB000006,1396813
917009,2020-11-03,TAB000006,1986589
917013,2020-11-04,TAB000006,2037566
917015,2020-11-05,TAB000006,1974899
917017,2020-11-06,TAB000006,1683180
917019,2020-11-07,TAB000006,1121608
917021,2020-11-08,TAB000006,1196642
917023,2020-11-09,TAB000006,2244664
